Year,Month,Snow precipitation rate,Rain precipitation rate,Average Surface Skin temperature,Wind speed,Total precipitation rate,Temperature,Snow precipitation rate_max,Snow precipitation rate_min,Rain precipitation rate_max,Rain precipitation rate_min,Average Surface Skin temperature_max,Average Surface Skin temperature_min,Wind speed_max,Wind speed_min,Total precipitation rate_max,Total precipitation rate_min,Temperature_max,Temperature_min
2000.0,6.5,6.043050923066248e-07,4.3243983837252625e-05,289.51288655598955,3.361081301172575,4.384829050915566e-05,289.22065798441577,5.5477370551670905e-06,0.0,0.00010302985429007094,8.247439495789877e-06,301.7477035522461,276.88719787597654,4.459249830245971,2.6064783453941347,0.00010302985429007094,8.453427449239826e-06,301.34537200927736,276.37889862060547
2001.0,6.5,5.270749706236254e-07,4.2076971233958216e-05,289.36250534057615,3.2550060798724485,4.26041009253216e-05,289.0675406138102,3.1316733839048537e-06,0.0,0.00012087943832739256,1.0741229198174551e-05,302.2121276855469,277.8000183105469,4.01803013086319,2.500603663921356,0.00012087943832739256,1.0741229198174551e-05,301.6108001708984,277.64398193359375
2002.0,6.5,8.497636043556615e-07,4.9773107245224914e-05,289.4589879353841,3.0716922869284944,5.062289365014294e-05,289.19843839009604,8.758447529544356e-06,0.0,8.15520001197001e-05,1.9854285528708716e-05,300.378857421875,278.6259033203125,3.802194821834564,2.509757709503174,8.15520001197001e-05,2.062283483610372e-05,299.83115844726564,278.6898727416992
2003.0,6.5,3.449777772942392e-07,4.0650157086474795e-05,289.28125966389973,2.970261531074842,4.0995134088461786e-05,288.97821362813323,3.2578628861301695e-06,0.0,0.00010207268132944591,1.1631169354586745e-05,302.3730224609375,275.51824340820315,3.6324179768562317,2.2495200991630555,0.00010207268132944591,1.1705786300808541e-05,301.87421875,275.65417022705077
2004.0,6.5,1.3710928055116665e-06,3.630784264222105e-05,289.6101027170817,3.015169094999631,3.767893547130068e-05,289.36620521545416,1.0925241826953425e-05,0.0,7.033968831819948e-05,4.83919354792306e-06,302.17667694091796,276.1129119873047,3.6501515984535216,2.4638345003128053,7.033968831819948e-05,4.83919354792306e-06,301.70131530761716,276.0799057006836
2005.0,6.5,1.2663337733346643e-06,4.316265679638794e-05,289.38063901265457,3.0388647049665445,4.442900760371534e-05,289.28090667724604,7.357641175076424e-06,0.0,8.838979920255952e-05,1.3893770210415824e-05,301.70957336425784,274.6149658203125,3.7221845030784606,2.5557551741600038,8.838979920255952e-05,1.3947983961770661e-05,301.5490249633789,274.9106948852539
2006.0,6.5,3.434283801467356e-07,4.268999564089882e-05,289.9606922149658,3.0458864718675613,4.303341133227908e-05,289.7784877777099,2.383850824116962e-06,0.0,0.00010273957668687217,4.808346750451164e-06,301.90724029541013,278.35447692871094,3.7864278674125673,2.472028684616089,0.00010273957668687217,4.808346750451164e-06,301.10479431152345,278.0447708129883
2007.0,6.5,3.9531898175330453e-08,4.6362688512620785e-05,290.07687695821124,2.9945712635914483,4.640220935433111e-05,289.92991167704264,2.3589285875758036e-07,0.0,0.00011353881054674276,7.505041662625445e-06,302.0309768676758,277.35888519287107,3.7033750891685484,2.1839869618415833,0.00011353881054674276,7.505041662625445e-06,301.38359375,277.6912338256836
2008.0,6.5,2.9145696764487645e-06,4.251803899345911e-05,289.0593369801839,2.871792496244112,4.543264946050839e-05,289.15246429443357,1.76449569153192e-05,0.0,0.0001261752509890357,6.361465568716085e-06,302.28115997314455,274.039485168457,3.469545078277588,2.109466862678528,0.0001261752509890357,1.0171774329137407e-05,301.4929946899414,276.1072494506836
2009.0,6.5,4.777367290385396e-07,4.6394134452990926e-05,289.60157330830896,2.867267077167829,4.687190307019287e-05,289.43574333190924,3.354798400323489e-06,0.0,0.00010424983811390121,7.636713735337253e-06,300.7326095581055,276.1054351806641,3.4318422436714173,2.241552674770355,0.00010424983811390121,7.636713735337253e-06,300.1522689819336,276.5041000366211
2010.0,6.5,1.571384324054274e-06,4.7810184083611294e-05,289.08633104960126,3.083677752812703,4.9381545531446135e-05,288.9995869954427,9.164218772639287e-06,0.0,0.00010057679319288581,4.799604187155637e-06,302.2946517944336,277.48408203125,4.163838505744934,2.2374593377113343,0.00010057679319288581,4.799604187155637e-06,301.61902923583983,277.790055847168
2011.0,6.5,4.6634486556747703e-07,4.25741781834669e-05,289.0965986887614,3.0827186932166417,4.304049148800004e-05,288.77764956156415,3.7411895334571453e-06,0.0,0.0001494893956987653,3.4695564579578788e-06,301.6561050415039,273.7009567260742,3.435458552837372,2.714782106876373,0.0001494893956987653,7.210322542050562e-06,300.7317489624023,273.61641693115234
2012.0,6.5,6.964427434160333e-07,5.092951836710806e-05,289.0771175384521,3.3533848792314527,5.162596475353592e-05,288.9270816802978,4.945745905615695e-06,0.0,9.732028156577144e-05,1.4844133147562388e-05,301.6383422851562,277.19501342773435,4.25832462310791,2.746997344493866,9.732028156577144e-05,1.4844133147562388e-05,300.95628967285154,277.1880584716797
2013.0,6.5,2.4680083369569655e-07,4.055585579484008e-05,289.73894297281896,3.3102159529924395,4.0802661991771554e-05,289.7712167104085,2.7439285531727365e-06,0.0,9.241916704922914e-05,1.6352258217011695e-05,302.80698852539064,277.14709930419923,3.7606442093849184,2.8361512184143067,9.241916704922914e-05,1.6481895227116183e-05,302.81006317138673,277.4346984863281
2014.0,6.5,4.512970998423367e-07,4.4750238204945464e-05,289.63098805745443,3.261609846353531,4.520154408282906e-05,289.5046225229899,5.3722990685400875e-06,0.0,0.00010679820479708724,4.626371060112433e-06,300.235791015625,278.42384033203126,4.261975264549255,2.4249172687530516,0.00010679820479708724,4.638004111257033e-06,299.68384704589846,278.8783782958984
2015.0,6.5,1.3649753767090248e-09,6.264047634279753e-05,289.84250373840325,3.8222994645436597,6.264183955408951e-05,289.99580802917484,1.1733871187191713e-08,0.0,0.00017209424840984865,2.4281371133838546e-05,299.7024215698242,279.01587982177733,4.292988419532776,3.3314600467681883,0.00017209424840984865,2.429310507068294e-05,299.80001068115234,279.41856079101564
2016.0,6.5,2.940904661556202e-08,6.491760855548515e-05,290.0633775075276,3.7185593287150063,6.494700241622317e-05,290.1800867716471,3.2310484208153414e-07,0.0,0.00012677358390646986,1.7195560212712734e-05,301.6718231201172,277.6380844116211,4.2270238399505615,3.1701497435569763,0.00012677358390646986,1.7201141963596457e-05,301.54183807373045,277.85729522705077
2017.0,6.5,3.4946236645202095e-10,4.7386211345686506e-05,290.3584878285726,3.4067412485678994,4.738655914403959e-05,290.6268407185873,4.1935483974242516e-09,0.0,0.00010329458345950115,1.0871209678953164e-05,303.26944732666016,279.5747604370117,3.9289892077445985,2.8110223531723024,0.00010329458345950115,1.0871209678953164e-05,303.60029296875,279.6613494873047
2018.0,6.5,4.0037502519278215e-07,4.974540383955172e-05,290.71194445292156,3.347111607591311,5.014578399216892e-05,290.97777671813975,3.205584692622665e-06,0.0,9.906576706271153e-05,2.2395826636056882e-05,302.6881805419922,277.19431762695314,4.0744224190711975,2.6987530469894407,9.906576706271153e-05,2.2395826636056882e-05,302.4722198486328,277.59240264892577
