Year,Month,Snow precipitation rate,Rain precipitation rate,Average Surface Skin temperature,Wind speed,Total precipitation rate,Temperature,Snow precipitation rate_max,Snow precipitation rate_min,Rain precipitation rate_max,Rain precipitation rate_min,Average Surface Skin temperature_max,Average Surface Skin temperature_min,Wind speed_max,Wind speed_min,Total precipitation rate_max,Total precipitation rate_min,Temperature_max,Temperature_min,Snow precipitation rate_678,Rain precipitation rate_678,Average Surface Skin temperature_678,Wind speed_678,Total precipitation rate_678,Temperature_678
2000.0,6.5,7.549572950867519e-07,3.958522635372219e-05,289.23181406656903,3.0231952456136546,4.034018511826313e-05,288.85637013117474,5.021848096475878e-06,0.0,9.216356829711003e-05,7.873588600659787e-06,301.28244400024414,276.3832416534424,3.8356820046901703,2.3975356221199036,9.216356829711003e-05,8.078629093688505e-06,300.90013313293457,275.78680992126465,0.0,6.315290124803141e-05,299.91039784749347,2.5094683219989142,6.315290124803141e-05,299.32337888081867
2001.0,6.5,6.84866049578912e-07,3.8354467783108255e-05,289.2115035057068,2.9930592911938825,3.903932096941768e-05,288.92257102330524,4.866759070409898e-06,0.0,0.00010121453124156687,6.9025781215259485e-06,302.337121963501,277.29684829711914,3.771376922726631,2.276442065834999,0.00010121453124156687,6.9025781215259485e-06,301.8306541442871,277.0551948547363,0.0,7.99039282052642e-05,299.16650835673016,2.35698335369428,7.99039282052642e-05,298.66817537943524
2002.0,6.5,7.749501797713517e-07,4.661344370996782e-05,289.4059034983317,2.9164972379803658,4.738840398014569e-05,289.1130628585815,7.602116966154426e-06,0.0,8.164257724274648e-05,1.6961411745342048e-05,300.7131767272949,278.0864677429199,3.7146242409944534,2.211899846792221,8.164257724274648e-05,1.7656328054727055e-05,300.22155380249023,278.1813545227051,0.0,6.65961564815613e-05,299.4670861562093,2.5001304546991983,6.65961564815613e-05,298.95568466186523
2003.0,6.5,4.419130290820676e-07,4.1659719426453044e-05,289.1058249473572,2.9439489133656025,4.210161866306331e-05,288.86116631825763,4.494405203558927e-06,0.0,0.00011120257113361731,9.097454636730617e-06,302.0146007537842,275.2285633087158,3.6472919583320618,2.2134061604738235,0.00011120257113361731,9.188482891886451e-06,301.8391284942627,275.4009666442871,0.0,7.622846745410546e-05,300.4137655893962,2.4241482267777124,7.622846745410546e-05,299.9566993713379
2004.0,6.5,1.5660335328865464e-06,3.440474053917342e-05,289.5565061569214,2.921863406896591,3.597079580922961e-05,289.3591772715251,1.4238936387300782e-05,0.0,6.842104176030261e-05,3.5179183726086194e-06,301.85097312927246,276.02116203308105,3.7318272590637207,2.205618754029274,6.842104176030261e-05,3.5179183726086194e-06,301.7614269256592,275.94996643066406,0.0,5.179928560513266e-05,299.9337609608968,2.4335301717122397,5.179928560513266e-05,299.7093505859375
2005.0,6.5,1.215178270591588e-06,4.203988266719231e-05,289.2726713816325,2.97788110251228,4.3255020417613345e-05,289.2968344688416,7.625705620739609e-06,0.0,9.607321135263192e-05,9.548588764118904e-06,301.4788360595703,273.7874412536621,3.722251445055008,2.465946689248085,9.607321135263192e-05,9.569329705527707e-06,301.5748748779297,274.49804306030273,0.0,7.300462774158707e-05,300.73611132303876,2.774461249510447,7.300462774158707e-05,300.6405957539876
2006.0,6.5,4.246008981657427e-07,4.037527001680511e-05,289.84750080108637,2.95549135034283,4.079985952287757e-05,289.76580508550006,2.6330636089255677e-06,0.0,0.0001083929691958474,4.093346760214445e-06,301.6300868988037,278.0000514984131,3.829045057296753,2.391166776418686,0.0001083929691958474,4.093346760214445e-06,301.1195755004883,277.897403717041,0.0,7.017191508869776e-05,300.8352247873942,2.6371651887893677,7.017191508869776e-05,300.4720458984375
2007.0,6.5,4.6641059998706276e-08,4.4063836043051197e-05,289.97027524312335,2.8813136561463275,4.411047196602643e-05,289.8890968958537,5.168247770442891e-07,0.0,0.00011755425794035546,5.201406224841776e-06,301.674861907959,277.02613258361816,3.592845857143402,2.109319604933262,0.00011755425794035546,5.201406224841776e-06,301.2866668701172,277.3651523590088,0.0,7.601147687334257e-05,300.2697156270345,2.505411518116792,7.601147687334257e-05,299.6971035003662
2008.0,6.5,3.3320014451258353e-06,3.98446133494564e-05,288.828408241272,2.7735150270164013,4.317662402542055e-05,289.06526311238605,1.94975755221094e-05,0.0,0.00011464499993962818,3.3353448394279894e-06,301.9317932128906,273.36765480041504,3.2372479885816574,2.183055579662323,0.00011464499993962818,8.067086781693433e-06,301.3273506164551,275.80484199523926,0.0,9.042281226356863e-05,299.33107058207196,2.492891768614451,9.042281226356863e-05,298.8526439666748
2009.0,6.5,5.253531011505224e-07,4.540969188582267e-05,289.4369187355041,2.7872729934751987,4.593505990394912e-05,289.38539203008014,4.097605824426864e-06,0.0,0.00010536040872466401,5.731048332791033e-06,300.70594215393066,275.8045024871826,3.4869036078453064,2.2324432730674744,0.00010536040872466401,5.731048332791033e-06,300.25034523010254,276.27320861816406,0.0,8.918992474112504e-05,300.28006108601886,2.4488691836595535,8.918992474112504e-05,299.7561372121175
2010.0,6.5,1.469345383734814e-06,4.6074004875625484e-05,288.93182770411175,3.0843483644227185,4.7543368789130604e-05,288.9639835357666,8.2035155912763e-06,0.0,0.0001143649692494364,5.932187491453078e-06,301.7820873260498,277.02323722839355,4.355698466300964,2.2167770713567734,0.0001143649692494364,5.932187491453078e-06,301.38806343078613,277.4589500427246,0.0,7.271959581582148e-05,299.9046115875244,2.319086770216624,7.271959581582148e-05,299.3778190612793
2011.0,6.5,2.836517291847363e-07,3.994897666063461e-05,288.84866189956665,3.096104913701614,4.023261931488757e-05,288.60189421971637,2.819884073801404e-06,0.0,0.00015409749903483316,1.9994203555029344e-06,300.83909797668457,273.47764778137207,3.52754707634449,2.595875844359398,0.00015409749903483316,4.819279297407775e-06,300.19303703308105,273.39159393310547,0.0,0.00011651017909268073,299.3462956746419,2.7412232756614685,0.00011651017909268073,298.7271327972412
2012.0,6.5,5.645351696855391e-07,4.636668669869929e-05,288.84756835301715,3.402154702693224,4.693121175591841e-05,288.7998531659444,3.885181371288127e-06,0.0,9.923412289936095e-05,1.784536289051175e-05,301.3239402770996,276.89768981933594,4.399922400712967,2.8322745114564896,9.923412289936095e-05,1.784536289051175e-05,300.92686653137207,276.93060874938965,0.0,7.393595463630238e-05,299.9948215484619,3.2188766400019326,7.393595463630238e-05,299.5324401855469
2013.0,6.5,2.738771006207188e-07,3.6436143242705534e-05,289.4653662045797,3.264135709653298,3.6710023110231305e-05,289.58491309483844,3.1618024252111354e-06,0.0,8.189783784473548e-05,1.3981678478103277e-05,302.09075355529785,276.76752281188965,3.780672147870064,2.7357137352228165,8.189783784473548e-05,1.402716736720322e-05,302.3156452178955,277.174165725708,0.0,5.554730508568658e-05,300.31164868672687,2.9291829119126,5.554730508568658e-05,300.31094614664715
2014.0,6.5,3.545413895782862e-07,4.244149543334667e-05,289.4119129180908,3.259364033738772,4.279604575548509e-05,289.3752595583598,4.2212053443790865e-06,0.0,0.00011133097314086626,3.411567519151504e-06,299.7250633239746,278.1337661743164,4.301634892821312,2.4275331795215607,0.00011133097314086626,3.419102810653385e-06,299.40109062194824,278.60556411743164,0.0,8.336005043929617e-05,298.6510594685872,2.5581512997547784,8.336005043929617e-05,298.1957372029622
2015.0,6.5,5.604658679433244e-09,6.103094876645324e-05,289.6268032391866,3.670323924471935,6.103654707582488e-05,289.8968764940898,5.8984374827139585e-08,0.0,0.0001812953887565527,2.189012093367637e-05,299.48013496398926,278.57049560546875,4.061608597636223,3.322589084506035,0.0001812953887565527,2.189012093367637e-05,299.8745975494385,279.0981197357178,0.0,0.00011233342593186535,298.73456891377765,3.6667598336935043,0.00011233342593186535,298.9050229390462
2016.0,6.5,7.603021486522754e-08,6.41081133399742e-05,289.7916609446208,3.6013348201910653,6.418413073561169e-05,290.01690276463825,7.277217751802678e-07,0.0,0.00012707492260233266,1.6738583440201182e-05,301.360143661499,277.2555675506592,4.113961309194565,3.0198876559734344,0.00012707492260233266,1.6738583440201182e-05,301.5383110046387,277.5006866455078,0.0,9.374216116005603e-05,299.8834908803304,3.172778551777204,9.374216116005603e-05,299.98198382059735
2017.0,6.5,1.698206189328551e-08,4.4179157711710104e-05,290.0271677970886,3.2985223506887755,4.419614582692096e-05,290.37240139643353,1.6515067002842443e-07,0.0,9.374107821713551e-05,1.0099042185629514e-05,302.5817623138428,279.09992599487305,3.685939833521843,2.6212138682603836,9.374107821713551e-05,1.0099873861690867e-05,303.2184810638428,279.19735527038574,0.0,7.666584921632118e-05,300.37023226420087,2.973271166284879,7.666584921632118e-05,300.7025973002116
2018.0,6.5,4.6984094555687267e-07,4.677465463013656e-05,290.2726372083028,3.2726203619192042,4.7244495585611425e-05,290.59690062205,3.441910254586844e-06,0.0,9.67806959124573e-05,1.3080594669645507e-05,302.34482192993164,276.38454818725586,3.923500046133995,2.6305030658841133,9.67806959124573e-05,1.3080594669645507e-05,302.35458183288574,276.72366523742676,0.0,7.278692555701127e-05,301.09595743815106,3.4966931541760764,7.278692555701127e-05,301.1084276835124
